Source,Label,Weight,Target
Brazil,Black September,2,People's Republic of the Congo
Brazil,Black September,2,Portugal
Brazil,Black September,2,Spain
Brazil,Black September,2,Sudan
Brazil,Black September,2,Switzerland
Brazil,Black September,2,Thailand
Brazil,Black September,2,United Kingdom
Brazil,Black September,2,United States
Brazil,Black September,2,Uruguay
Brazil,Black September,2,West Germany (FRG)
Brazil,Black September,2,Zaire
Brazil,Gunmen,2,Cambodia
Brazil,Gunmen,2,Canada
Brazil,Gunmen,2,Central African Republic
Brazil,Gunmen,2,Chad
Brazil,Gunmen,2,Colombia
Brazil,Gunmen,2,Costa Rica
Brazil,Gunmen,2,Democratic Republic of the Congo
Brazil,Gunmen,2,El Salvador
Brazil,Gunmen,2,Georgia
Brazil,Gunmen,2,Guatemala
Brazil,Gunmen,2,Guyana
Brazil,Gunmen,2,Haiti
Brazil,Gunmen,2,Honduras
Brazil,Gunmen,2,India
Brazil,Gunmen,2,Indonesia
Brazil,Gunmen,2,Iraq
Brazil,Gunmen,2,Israel
Brazil,Gunmen,2,Jamaica
Brazil,Gunmen,2,Kazakhstan
Brazil,Gunmen,2,Kosovo
Brazil,Gunmen,2,Laos
Brazil,Gunmen,2,Lebanon
Brazil,Gunmen,2,Mexico
Brazil,Gunmen,2,Mozambique
Brazil,Gunmen,2,Nicaragua
Brazil,Gunmen,2,Nigeria
Brazil,Gunmen,2,Pakistan
Brazil,Gunmen,2,Philippines
Brazil,Gunmen,2,Russia
Brazil,Gunmen,2,Somalia
Brazil,Gunmen,2,South Africa
Brazil,Gunmen,2,Sri Lanka
Brazil,Gunmen,2,Sudan
Brazil,Gunmen,2,Syria
Brazil,Gunmen,2,Tajikistan
Brazil,Gunmen,2,Tanzania
Brazil,Gunmen,2,Thailand
Brazil,Gunmen,2,Turkey
Brazil,Gunmen,2,Turkmenistan
Brazil,Gunmen,2,Ukraine
Brazil,Gunmen,2,West Bank and Gaza Strip
Brazil,Gunmen,2,Yemen
Brazil,Gunmen,2,Yugoslavia
Brazil,Gunmen,2,Zimbabwe
Brazil,Neo-Nazi extremists,3,Canada
Brazil,Neo-Nazi extremists,3,Czech Republic
Brazil,Neo-Nazi extremists,3,Czechoslovakia
Brazil,Neo-Nazi extremists,3,East Germany (GDR)
Brazil,Neo-Nazi extremists,3,France
Brazil,Neo-Nazi extremists,3,Germany
Brazil,Neo-Nazi extremists,3,Italy
Brazil,Neo-Nazi extremists,3,Netherlands
Brazil,Neo-Nazi extremists,3,Norway
Brazil,Neo-Nazi extremists,3,Poland
Brazil,Neo-Nazi extremists,3,Portugal
Brazil,Neo-Nazi extremists,3,Russia
Brazil,Neo-Nazi extremists,3,Slovak Republic
Brazil,Neo-Nazi extremists,3,Spain
Brazil,Neo-Nazi extremists,3,Sweden
Brazil,Neo-Nazi extremists,3,United Kingdom
Brazil,Neo-Nazi extremists,3,United States
Brazil,Neo-Nazi extremists,3,West Germany (FRG)
Brazil,Neo-Nazi extremists,3,Yugoslavia
Brazil,Right-wing extremists,3,Canada
Brazil,Right-wing extremists,3,Colombia
Brazil,Right-wing extremists,3,El Salvador
Brazil,Right-wing extremists,3,France
Brazil,Right-wing extremists,3,Germany
Brazil,Right-wing extremists,3,India
Brazil,Right-wing extremists,3,Italy
Brazil,Right-wing extremists,3,Jamaica
Brazil,Right-wing extremists,3,Japan
Brazil,Right-wing extremists,3,Netherlands
Brazil,Right-wing extremists,3,Nicaragua
Brazil,Right-wing extremists,3,Norway
Brazil,Right-wing extremists,3,Russia
Brazil,Right-wing extremists,3,Slovak Republic
Brazil,Right-wing extremists,3,South Africa
Brazil,Right-wing extremists,3,Spain
Brazil,Right-wing extremists,3,United States
Brazil,Right-wing extremists,3,Venezuela
Brazil,Right-wing extremists,3,West Germany (FRG)
Brazil,Right-wing extremists,3,Zimbabwe
Brunei,Black September,5,Cambodia
Brunei,Black September,5,Canada
Brunei,Black September,5,Cyprus
Brunei,Black September,5,Egypt
Brunei,Black September,5,France
Brunei,Black September,5,Greece
Brunei,Black September,5,Israel
Brunei,Black September,5,Italy
Brunei,Black September,5,Jordan
Brunei,Black September,5,Kuwait
Brunei,Black September,5,Lebanon
Brunei,Black September,5,Netherlands
Brunei,Black September,5,People's Republic of the Congo
Brunei,Black September,5,Portugal
Brunei,Black September,5,Spain
Brunei,Black September,5,Sudan
Brunei,Black September,5,Switzerland
Brunei,Black September,5,Thailand
Brunei,Black September,5,United Kingdom
Brunei,Black September,5,United States
Brunei,Black September,5,Uruguay
Brunei,Black September,5,West Germany (FRG)
Brunei,Black September,5,Zaire
Burkina Faso,Muslim extremists,13,Cameroon
Burkina Faso,Muslim extremists,13,Canada
Burkina Faso,Muslim extremists,13,Central African Republic
Burkina Faso,Muslim extremists,13,Egypt
Burkina Faso,Muslim extremists,13,France
Burkina Faso,Muslim extremists,13,Germany
Burkina Faso,Muslim extremists,13,Greece
Burkina Faso,Muslim extremists,13,India
Burkina Faso,Muslim extremists,13,Indonesia
Burkina Faso,Muslim extremists,13,Iran
Burkina Faso,Muslim extremists,13,Iraq
Burkina Faso,Muslim extremists,13,Israel
Burkina Faso,Muslim extremists,13,Jordan
Burkina Faso,Muslim extremists,13,Kazakhstan
Burkina Faso,Muslim extremists,13,Kenya
Burkina Faso,Muslim extremists,13,Kuwait
Burkina Faso,Muslim extremists,13,Kyrgyzstan
Burkina Faso,Muslim extremists,13,Lebanon
Burkina Faso,Muslim extremists,13,Libya
Burkina Faso,Muslim extremists,13,Maldives
Burkina Faso,Muslim extremists,13,Mali
Burkina Faso,Muslim extremists,13,Mozambique
Burkina Faso,Muslim extremists,13,Myanmar
Burkina Faso,Muslim extremists,13,Netherlands
Burkina Faso,Muslim extremists,13,Niger
Burkina Faso,Muslim extremists,13,Nigeria
Burkina Faso,Muslim extremists,13,Pakistan
Burkina Faso,Muslim extremists,13,Philippines
Burkina Faso,Muslim extremists,13,Russia
Burkina Faso,Muslim extremists,13,Saudi Arabia
Burkina Faso,Muslim extremists,13,Somalia
Burkina Faso,Muslim extremists,13,South Africa
Burkina Faso,Muslim extremists,13,Spain
Burkina Faso,Muslim extremists,13,Sri Lanka
Burkina Faso,Muslim extremists,13,Sudan
Burkina Faso,Muslim extremists,13,Switzerland
Burkina Faso,Muslim extremists,13,Syria
Burkina Faso,Muslim extremists,13,Tanzania
Burkina Faso,Muslim extremists,13,Thailand
Burkina Faso,Muslim extremists,13,Tunisia
Burkina Faso,Muslim extremists,13,Turkey
Burkina Faso,Muslim extremists,13,Ukraine
Burkina Faso,Muslim extremists,13,United Kingdom
Burkina Faso,Muslim extremists,13,United States
Burkina Faso,Muslim extremists,13,West Bank and Gaza Strip
Burkina Faso,Muslim extremists,13,Yemen
Cambodia,Black September,1,Canada
Cambodia,Black September,1,Cyprus
Cambodia,Black September,1,Egypt
Cambodia,Black September,1,France
Cambodia,Black September,1,Greece
Cambodia,Black September,1,Israel
Cambodia,Black September,1,Italy
Cambodia,Black September,1,Jordan
Cambodia,Black September,1,Kuwait
Cambodia,Black September,1,Lebanon
Cambodia,Black September,1,Netherlands
Cambodia,Black September,1,People's Republic of the Congo
Cambodia,Black September,1,Portugal
Cambodia,Black September,1,Spain
Cambodia,Black September,1,Sudan
Cambodia,Black September,1,Switzerland
Cambodia,Black September,1,Thailand
Cambodia,Black September,1,United Kingdom
Cambodia,Black September,1,United States
Cambodia,Black September,1,Uruguay
Cambodia,Black September,1,West Germany (FRG)
Cambodia,Black September,1,Zaire
Cambodia,Gunmen,4,Canada
Cambodia,Gunmen,4,Central African Republic
Cambodia,Gunmen,4,Chad
Cambodia,Gunmen,4,Colombia
Cambodia,Gunmen,4,Costa Rica
Cambodia,Gunmen,4,Democratic Republic of the Congo
Cambodia,Gunmen,4,El Salvador
Cambodia,Gunmen,4,Georgia
Cambodia,Gunmen,4,Guatemala
Cambodia,Gunmen,4,Guyana
Cambodia,Gunmen,4,Haiti
Cambodia,Gunmen,4,Honduras
Cambodia,Gunmen,4,India
Cambodia,Gunmen,4,Indonesia
Cambodia,Gunmen,4,Iraq
Cambodia,Gunmen,4,Israel
Cambodia,Gunmen,4,Jamaica
Cambodia,Gunmen,4,Kazakhstan
Cambodia,Gunmen,4,Kosovo
Cambodia,Gunmen,4,Laos
Cambodia,Gunmen,4,Lebanon
Cambodia,Gunmen,4,Mexico
Cambodia,Gunmen,4,Mozambique
Cambodia,Gunmen,4,Nicaragua
Cambodia,Gunmen,4,Nigeria
Cambodia,Gunmen,4,Pakistan
Cambodia,Gunmen,4,Philippines
Cambodia,Gunmen,4,Russia
Cambodia,Gunmen,4,Somalia
Cambodia,Gunmen,4,South Africa
Cambodia,Gunmen,4,Sri Lanka
Cambodia,Gunmen,4,Sudan
Cambodia,Gunmen,4,Syria
Cambodia,Gunmen,4,Tajikistan
Cambodia,Gunmen,4,Tanzania
Cambodia,Gunmen,4,Thailand
Cambodia,Gunmen,4,Turkey
Cambodia,Gunmen,4,Turkmenistan
Cambodia,Gunmen,4,Ukraine
Cambodia,Gunmen,4,West Bank and Gaza Strip
Cambodia,Gunmen,4,Yemen
Cambodia,Gunmen,4,Yugoslavia
Cambodia,Gunmen,4,Zimbabwe
Cameroon,Muslim extremists,1,Canada
Cameroon,Muslim extremists,1,Central African Republic
Cameroon,Muslim extremists,1,Egypt
Cameroon,Muslim extremists,1,France
Cameroon,Muslim extremists,1,Germany
Cameroon,Muslim extremists,1,Greece
Cameroon,Muslim extremists,1,India
Cameroon,Muslim extremists,1,Indonesia
Cameroon,Muslim extremists,1,Iran
Cameroon,Muslim extremists,1,Iraq
Cameroon,Muslim extremists,1,Israel
Cameroon,Muslim extremists,1,Jordan
Cameroon,Muslim extremists,1,Kazakhstan
Cameroon,Muslim extremists,1,Kenya
Cameroon,Muslim extremists,1,Kuwait
Cameroon,Muslim extremists,1,Kyrgyzstan
Cameroon,Muslim extremists,1,Lebanon
Cameroon,Muslim extremists,1,Libya
Cameroon,Muslim extremists,1,Maldives
Cameroon,Muslim extremists,1,Mali
Cameroon,Muslim extremists,1,Mozambique
Cameroon,Muslim extremists,1,Myanmar
Cameroon,Muslim extremists,1,Netherlands
Cameroon,Muslim extremists,1,Niger
Cameroon,Muslim extremists,1,Nigeria
Cameroon,Muslim extremists,1,Pakistan
Cameroon,Muslim extremists,1,Philippines
Cameroon,Muslim extremists,1,Russia
Cameroon,Muslim extremists,1,Saudi Arabia
Cameroon,Muslim extremists,1,Somalia
Cameroon,Muslim extremists,1,South Africa
Cameroon,Muslim extremists,1,Spain
Cameroon,Muslim extremists,1,Sri Lanka
Cameroon,Muslim extremists,1,Sudan
Cameroon,Muslim extremists,1,Switzerland
Cameroon,Muslim extremists,1,Syria
Cameroon,Muslim extremists,1,Tanzania
Cameroon,Muslim extremists,1,Thailand
Cameroon,Muslim extremists,1,Tunisia
Cameroon,Muslim extremists,1,Turkey
Cameroon,Muslim extremists,1,Ukraine
Cameroon,Muslim extremists,1,United Kingdom
Cameroon,Muslim extremists,1,United States
Cameroon,Muslim extremists,1,West Bank and Gaza Strip
Cameroon,Muslim extremists,1,Yemen
Canada,Black September,2,Cyprus
Canada,Black September,2,Egypt
Canada,Black September,2,France
Canada,Black September,2,Greece
Canada,Black September,2,Israel
Canada,Black September,2,Italy
Canada,Black September,2,Jordan
Canada,Black September,2,Kuwait
Canada,Black September,2,Lebanon
Canada,Black September,2,Netherlands
Canada,Black September,2,People's Republic of the Congo
Canada,Black September,2,Portugal
Canada,Black September,2,Spain
Canada,Black September,2,Sudan
Canada,Black September,2,Switzerland
Canada,Black September,2,Thailand
Canada,Black September,2,United Kingdom
Canada,Black September,2,United States
Canada,Black September,2,Uruguay
Canada,Black September,2,West Germany (FRG)
Canada,Black September,2,Zaire
Canada,Gunmen,1,Central African Republic
Canada,Gunmen,1,Chad
Canada,Gunmen,1,Colombia
Canada,Gunmen,1,Costa Rica
Canada,Gunmen,1,Democratic Republic of the Congo
Canada,Gunmen,1,El Salvador
Canada,Gunmen,1,Georgia
Canada,Gunmen,1,Guatemala
Canada,Gunmen,1,Guyana
Canada,Gunmen,1,Haiti
Canada,Gunmen,1,Honduras
Canada,Gunmen,1,India
Canada,Gunmen,1,Indonesia
Canada,Gunmen,1,Iraq
Canada,Gunmen,1,Israel
Canada,Gunmen,1,Jamaica
Canada,Gunmen,1,Kazakhstan
Canada,Gunmen,1,Kosovo
Canada,Gunmen,1,Laos
Canada,Gunmen,1,Lebanon
Canada,Gunmen,1,Mexico
Canada,Gunmen,1,Mozambique
Canada,Gunmen,1,Nicaragua
Canada,Gunmen,1,Nigeria
Canada,Gunmen,1,Pakistan
Canada,Gunmen,1,Philippines
Canada,Gunmen,1,Russia
Canada,Gunmen,1,Somalia
Canada,Gunmen,1,South Africa
Canada,Gunmen,1,Sri Lanka
Canada,Gunmen,1,Sudan
Canada,Gunmen,1,Syria
Canada,Gunmen,1,Tajikistan
Canada,Gunmen,1,Tanzania
Canada,Gunmen,1,Thailand
Canada,Gunmen,1,Turkey
Canada,Gunmen,1,Turkmenistan
Canada,Gunmen,1,Ukraine
Canada,Gunmen,1,West Bank and Gaza Strip
Canada,Gunmen,1,Yemen
Canada,Gunmen,1,Yugoslavia
Canada,Gunmen,1,Zimbabwe
Canada,Jihadi-inspired extremists,8,Chad
Canada,Jihadi-inspired extremists,8,Denmark
Canada,Jihadi-inspired extremists,8,Finland
Canada,Jihadi-inspired extremists,8,France
Canada,Jihadi-inspired extremists,8,Germany
Canada,Jihadi-inspired extremists,8,Indonesia
Canada,Jihadi-inspired extremists,8,Italy
Canada,Jihadi-inspired extremists,8,Jordan
Canada,Jihadi-inspired extremists,8,Kuwait
Canada,Jihadi-inspired extremists,8,Kyrgyzstan
Canada,Jihadi-inspired extremists,8,Malaysia
Canada,Jihadi-inspired extremists,8,Morocco
Canada,Jihadi-inspired extremists,8,Norway
Canada,Jihadi-inspired extremists,8,Philippines
Canada,Jihadi-inspired extremists,8,Russia
Canada,Jihadi-inspired extremists,8,South Africa
Canada,Jihadi-inspired extremists,8,Sweden
Canada,Jihadi-inspired extremists,8,Tajikistan
Canada,Jihadi-inspired extremists,8,Thailand
Canada,Jihadi-inspired extremists,8,Tunisia
Canada,Jihadi-inspired extremists,8,United Kingdom
Canada,Jihadi-inspired extremists,8,United States
Canada,Muslim extremists,1,Central African Republic
Canada,Muslim extremists,1,Egypt
Canada,Muslim extremists,1,France
Canada,Muslim extremists,1,Germany
Canada,Muslim extremists,1,Greece
Canada,Muslim extremists,1,India
Canada,Muslim extremists,1,Indonesia
Canada,Muslim extremists,1,Iran
Canada,Muslim extremists,1,Iraq
Canada,Muslim extremists,1,Israel
Canada,Muslim extremists,1,Jordan
Canada,Muslim extremists,1,Kazakhstan
Canada,Muslim extremists,1,Kenya
Canada,Muslim extremists,1,Kuwait
Canada,Muslim extremists,1,Kyrgyzstan
Canada,Muslim extremists,1,Lebanon
Canada,Muslim extremists,1,Libya
Canada,Muslim extremists,1,Maldives
Canada,Muslim extremists,1,Mali
Canada,Muslim extremists,1,Mozambique
Canada,Muslim extremists,1,Myanmar
Canada,Muslim extremists,1,Netherlands
Canada,Muslim extremists,1,Niger
Canada,Muslim extremists,1,Nigeria
Canada,Muslim extremists,1,Pakistan
Canada,Muslim extremists,1,Philippines
Canada,Muslim extremists,1,Russia
Canada,Muslim extremists,1,Saudi Arabia
Canada,Muslim extremists,1,Somalia
Canada,Muslim extremists,1,South Africa
Canada,Muslim extremists,1,Spain
Canada,Muslim extremists,1,Sri Lanka
Canada,Muslim extremists,1,Sudan
Canada,Muslim extremists,1,Switzerland
Canada,Muslim extremists,1,Syria
Canada,Muslim extremists,1,Tanzania
Canada,Muslim extremists,1,Thailand
Canada,Muslim extremists,1,Tunisia
Canada,Muslim extremists,1,Turkey
Canada,Muslim extremists,1,Ukraine
Canada,Muslim extremists,1,United Kingdom
Canada,Muslim extremists,1,United States
Canada,Muslim extremists,1,West Bank and Gaza Strip
Canada,Muslim extremists,1,Yemen
Canada,Neo-Nazi extremists,2,Czech Republic
Canada,Neo-Nazi extremists,2,Czechoslovakia
Canada,Neo-Nazi extremists,2,East Germany (GDR)
Canada,Neo-Nazi extremists,2,France
Canada,Neo-Nazi extremists,2,Germany
Canada,Neo-Nazi extremists,2,Italy
Canada,Neo-Nazi extremists,2,Netherlands
Canada,Neo-Nazi extremists,2,Norway
Canada,Neo-Nazi extremists,2,Poland
Canada,Neo-Nazi extremists,2,Portugal
Canada,Neo-Nazi extremists,2,Russia
Canada,Neo-Nazi extremists,2,Slovak Republic
Canada,Neo-Nazi extremists,2,Spain
Canada,Neo-Nazi extremists,2,Sweden
Canada,Neo-Nazi extremists,2,United Kingdom
Canada,Neo-Nazi extremists,2,United States
Canada,Neo-Nazi extremists,2,West Germany (FRG)
Canada,Neo-Nazi extremists,2,Yugoslavia
Canada,Right-wing extremists,1,Colombia
Canada,Right-wing extremists,1,El Salvador
Canada,Right-wing extremists,1,France
Canada,Right-wing extremists,1,Germany
Canada,Right-wing extremists,1,India
Canada,Right-wing extremists,1,Italy
Canada,Right-wing extremists,1,Jamaica
Canada,Right-wing extremists,1,Japan
Canada,Right-wing extremists,1,Netherlands
Canada,Right-wing extremists,1,Nicaragua
Canada,Right-wing extremists,1,Norway
Canada,Right-wing extremists,1,Russia
Canada,Right-wing extremists,1,Slovak Republic
Canada,Right-wing extremists,1,South Africa
Canada,Right-wing extremists,1,Spain
Canada,Right-wing extremists,1,United States
Canada,Right-wing extremists,1,Venezuela
Canada,Right-wing extremists,1,West Germany (FRG)
Canada,Right-wing extremists,1,Zimbabwe
Central African Republic,Gunmen,1,Chad
Central African Republic,Gunmen,1,Colombia
Central African Republic,Gunmen,1,Costa Rica
Central African Republic,Gunmen,1,Democratic Republic of the Congo
Central African Republic,Gunmen,1,El Salvador
Central African Republic,Gunmen,1,Georgia
Central African Republic,Gunmen,1,Guatemala
Central African Republic,Gunmen,1,Guyana
Central African Republic,Gunmen,1,Haiti
Central African Republic,Gunmen,1,Honduras
Central African Republic,Gunmen,1,India
Central African Republic,Gunmen,1,Indonesia
Central African Republic,Gunmen,1,Iraq
Central African Republic,Gunmen,1,Israel
Central African Republic,Gunmen,1,Jamaica
Central African Republic,Gunmen,1,Kazakhstan
Central African Republic,Gunmen,1,Kosovo
Central African Republic,Gunmen,1,Laos
Central African Republic,Gunmen,1,Lebanon
Central African Republic,Gunmen,1,Mexico
Central African Republic,Gunmen,1,Mozambique
Central African Republic,Gunmen,1,Nicaragua
Central African Republic,Gunmen,1,Nigeria
Central African Republic,Gunmen,1,Pakistan
Central African Republic,Gunmen,1,Philippines
Central African Republic,Gunmen,1,Russia
Central African Republic,Gunmen,1,Somalia
Central African Republic,Gunmen,1,South Africa
Central African Republic,Gunmen,1,Sri Lanka
Central African Republic,Gunmen,1,Sudan
Central African Republic,Gunmen,1,Syria
Central African Republic,Gunmen,1,Tajikistan
Central African Republic,Gunmen,1,Tanzania
Central African Republic,Gunmen,1,Thailand
Central African Republic,Gunmen,1,Turkey
Central African Republic,Gunmen,1,Turkmenistan
Central African Republic,Gunmen,1,Ukraine
Central African Republic,Gunmen,1,West Bank and Gaza Strip
Central African Republic,Gunmen,1,Yemen
Central African Republic,Gunmen,1,Yugoslavia
Central African Republic,Gunmen,1,Zimbabwe
Central African Republic,Muslim extremists,4,Egypt
Central African Republic,Muslim extremists,4,France
Central African Republic,Muslim extremists,4,Germany
Central African Republic,Muslim extremists,4,Greece
Central African Republic,Muslim extremists,4,India
Central African Republic,Muslim extremists,4,Indonesia
Central African Republic,Muslim extremists,4,Iran
Central African Republic,Muslim extremists,4,Iraq
Central African Republic,Muslim extremists,4,Israel
Central African Republic,Muslim extremists,4,Jordan
Central African Republic,Muslim extremists,4,Kazakhstan
Central African Republic,Muslim extremists,4,Kenya
Central African Republic,Muslim extremists,4,Kuwait
Central African Republic,Muslim extremists,4,Kyrgyzstan
Central African Republic,Muslim extremists,4,Lebanon
Central African Republic,Muslim extremists,4,Libya
Central African Republic,Muslim extremists,4,Maldives
Central African Republic,Muslim extremists,4,Mali
Central African Republic,Muslim extremists,4,Mozambique
Central African Republic,Muslim extremists,4,Myanmar
Central African Republic,Muslim extremists,4,Netherlands
Central African Republic,Muslim extremists,4,Niger
Central African Republic,Muslim extremists,4,Nigeria
Central African Republic,Muslim extremists,4,Pakistan
Central African Republic,Muslim extremists,4,Philippines
Central African Republic,Muslim extremists,4,Russia
Central African Republic,Muslim extremists,4,Saudi Arabia
Central African Republic,Muslim extremists,4,Somalia
Central African Republic,Muslim extremists,4,South Africa
Central African Republic,Muslim extremists,4,Spain
Central African Republic,Muslim extremists,4,Sri Lanka
Central African Republic,Muslim extremists,4,Sudan
Central African Republic,Muslim extremists,4,Switzerland
Central African Republic,Muslim extremists,4,Syria
Central African Republic,Muslim extremists,4,Tanzania
Central African Republic,Muslim extremists,4,Thailand
Central African Republic,Muslim extremists,4,Tunisia
Central African Republic,Muslim extremists,4,Turkey
Central African Republic,Muslim extremists,4,Ukraine
Central African Republic,Muslim extremists,4,United Kingdom
Central African Republic,Muslim extremists,4,United States
Central African Republic,Muslim extremists,4,West Bank and Gaza Strip
Central African Republic,Muslim extremists,4,Yemen
Chad,Gunmen,1,Colombia
Chad,Gunmen,1,Costa Rica
Chad,Gunmen,1,Democratic Republic of the Congo
Chad,Gunmen,1,El Salvador
Chad,Gunmen,1,Georgia
Chad,Gunmen,1,Guatemala
Chad,Gunmen,1,Guyana
Chad,Gunmen,1,Haiti
Chad,Gunmen,1,Honduras
Chad,Gunmen,1,India
Chad,Gunmen,1,Indonesia
Chad,Gunmen,1,Iraq
Chad,Gunmen,1,Israel
Chad,Gunmen,1,Jamaica
Chad,Gunmen,1,Kazakhstan
Chad,Gunmen,1,Kosovo
Chad,Gunmen,1,Laos
Chad,Gunmen,1,Lebanon
Chad,Gunmen,1,Mexico
Chad,Gunmen,1,Mozambique
Chad,Gunmen,1,Nicaragua
Chad,Gunmen,1,Nigeria
Chad,Gunmen,1,Pakistan
Chad,Gunmen,1,Philippines
Chad,Gunmen,1,Russia
Chad,Gunmen,1,Somalia
Chad,Gunmen,1,South Africa
Chad,Gunmen,1,Sri Lanka
Chad,Gunmen,1,Sudan
Chad,Gunmen,1,Syria
Chad,Gunmen,1,Tajikistan
Chad,Gunmen,1,Tanzania
Chad,Gunmen,1,Thailand
Chad,Gunmen,1,Turkey
Chad,Gunmen,1,Turkmenistan
Chad,Gunmen,1,Ukraine
Chad,Gunmen,1,West Bank and Gaza Strip
Chad,Gunmen,1,Yemen
Chad,Gunmen,1,Yugoslavia
Chad,Gunmen,1,Zimbabwe
Chad,Jihadi-inspired extremists,1,Denmark
Chad,Jihadi-inspired extremists,1,Finland
Chad,Jihadi-inspired extremists,1,France
Chad,Jihadi-inspired extremists,1,Germany
Chad,Jihadi-inspired extremists,1,Indonesia
Chad,Jihadi-inspired extremists,1,Italy
Chad,Jihadi-inspired extremists,1,Jordan
Chad,Jihadi-inspired extremists,1,Kuwait
Chad,Jihadi-inspired extremists,1,Kyrgyzstan
Chad,Jihadi-inspired extremists,1,Malaysia
Chad,Jihadi-inspired extremists,1,Morocco
Chad,Jihadi-inspired extremists,1,Norway
Chad,Jihadi-inspired extremists,1,Philippines
Chad,Jihadi-inspired extremists,1,Russia
Chad,Jihadi-inspired extremists,1,South Africa
Chad,Jihadi-inspired extremists,1,Sweden
Chad,Jihadi-inspired extremists,1,Tajikistan
Chad,Jihadi-inspired extremists,1,Thailand
Chad,Jihadi-inspired extremists,1,Tunisia
Chad,Jihadi-inspired extremists,1,United Kingdom
Chad,Jihadi-inspired extremists,1,United States
Colombia,Gunmen,24,Costa Rica
Colombia,Gunmen,24,Democratic Republic of the Congo
Colombia,Gunmen,24,El Salvador
Colombia,Gunmen,24,Georgia
Colombia,Gunmen,24,Guatemala
Colombia,Gunmen,24,Guyana
Colombia,Gunmen,24,Haiti
Colombia,Gunmen,24,Honduras
Colombia,Gunmen,24,India
Colombia,Gunmen,24,Indonesia
Colombia,Gunmen,24,Iraq
Colombia,Gunmen,24,Israel
Colombia,Gunmen,24,Jamaica
Colombia,Gunmen,24,Kazakhstan
Colombia,Gunmen,24,Kosovo
Colombia,Gunmen,24,Laos
Colombia,Gunmen,24,Lebanon
Colombia,Gunmen,24,Mexico
Colombia,Gunmen,24,Mozambique
Colombia,Gunmen,24,Nicaragua
Colombia,Gunmen,24,Nigeria
Colombia,Gunmen,24,Pakistan
Colombia,Gunmen,24,Philippines
Colombia,Gunmen,24,Russia
Colombia,Gunmen,24,Somalia
Colombia,Gunmen,24,South Africa
Colombia,Gunmen,24,Sri Lanka
Colombia,Gunmen,24,Sudan
Colombia,Gunmen,24,Syria
Colombia,Gunmen,24,Tajikistan
Colombia,Gunmen,24,Tanzania
Colombia,Gunmen,24,Thailand
Colombia,Gunmen,24,Turkey
Colombia,Gunmen,24,Turkmenistan
Colombia,Gunmen,24,Ukraine
Colombia,Gunmen,24,West Bank and Gaza Strip
Colombia,Gunmen,24,Yemen
Colombia,Gunmen,24,Yugoslavia
Colombia,Gunmen,24,Zimbabwe
Colombia,Right-wing extremists,3,El Salvador
Colombia,Right-wing extremists,3,France
Colombia,Right-wing extremists,3,Germany
Colombia,Right-wing extremists,3,India
Colombia,Right-wing extremists,3,Italy
Colombia,Right-wing extremists,3,Jamaica
Colombia,Right-wing extremists,3,Japan
Colombia,Right-wing extremists,3,Netherlands
Colombia,Right-wing extremists,3,Nicaragua
Colombia,Right-wing extremists,3,Norway
Colombia,Right-wing extremists,3,Russia
Colombia,Right-wing extremists,3,Slovak Republic
Colombia,Right-wing extremists,3,South Africa
Colombia,Right-wing extremists,3,Spain
Colombia,Right-wing extremists,3,United States
Colombia,Right-wing extremists,3,Venezuela
Colombia,Right-wing extremists,3,West Germany (FRG)
Colombia,Right-wing extremists,3,Zimbabwe
Costa Rica,Gunmen,1,Democratic Republic of the Congo
Costa Rica,Gunmen,1,El Salvador
Costa Rica,Gunmen,1,Georgia
Costa Rica,Gunmen,1,Guatemala
Costa Rica,Gunmen,1,Guyana
Costa Rica,Gunmen,1,Haiti
Costa Rica,Gunmen,1,Honduras
Costa Rica,Gunmen,1,India
Costa Rica,Gunmen,1,Indonesia
Costa Rica,Gunmen,1,Iraq
Costa Rica,Gunmen,1,Israel
Costa Rica,Gunmen,1,Jamaica
Costa Rica,Gunmen,1,Kazakhstan
Costa Rica,Gunmen,1,Kosovo
Costa Rica,Gunmen,1,Laos
Costa Rica,Gunmen,1,Lebanon
Costa Rica,Gunmen,1,Mexico
Costa Rica,Gunmen,1,Mozambique
Costa Rica,Gunmen,1,Nicaragua
Costa Rica,Gunmen,1,Nigeria
Costa Rica,Gunmen,1,Pakistan
Costa Rica,Gunmen,1,Philippines
Costa Rica,Gunmen,1,Russia
Costa Rica,Gunmen,1,Somalia
Costa Rica,Gunmen,1,South Africa
Costa Rica,Gunmen,1,Sri Lanka
Costa Rica,Gunmen,1,Sudan
Costa Rica,Gunmen,1,Syria
Costa Rica,Gunmen,1,Tajikistan
Costa Rica,Gunmen,1,Tanzania
Costa Rica,Gunmen,1,Thailand
Costa Rica,Gunmen,1,Turkey
Costa Rica,Gunmen,1,Turkmenistan
Costa Rica,Gunmen,1,Ukraine
Costa Rica,Gunmen,1,West Bank and Gaza Strip
Costa Rica,Gunmen,1,Yemen
Costa Rica,Gunmen,1,Yugoslavia
Costa Rica,Gunmen,1,Zimbabwe
Cyprus,Black September,3,Egypt
Cyprus,Black September,3,France
Cyprus,Black September,3,Greece
Cyprus,Black September,3,Israel
Cyprus,Black September,3,Italy
Cyprus,Black September,3,Jordan
Cyprus,Black September,3,Kuwait
Cyprus,Black September,3,Lebanon
Cyprus,Black September,3,Netherlands
